Name,Metaphors,Emoji
Font Space Tracking Out,,🔡
Food,"meal,travel,restaurant,eat",🍽️
Food Apple,"meal,travel,restaurant,eat",🍎
Food Cake,"meal,travel,restaurant,eat",🍰
Food Carrot,"vegetable,food,meal,event",🥕
Food Chicken Leg,"meal,travel,restaurant,eat,healthy,health",🍗
Food Egg,"meal,travel,restaurant,eat",🥚
Food Fish,"pescatarian,food,meal,event",🐟
Food Grains,"meal,travel,restaurant,eat",🌾
Food Pizza,"meal,travel,restaurant,eat",🍕
Food Toast,"meal,travel,restaurant,eat",🍞
Form,"survey,suggestion,feedback",📝
Form Multiple,"survey,suggestion,feedback",📝
Form New,"survey,suggestion,feedback",📝
Form Sparkle,"survey,suggestion,feedback",✨
Frame,"canvas,group,collection,art board",🖼️
Full Screen Maximize,"width,height,resize,fill,fit,maximize,minimize",⛶
Full Screen Minimize,"width,height,resize,fill,fit,maximize,minimize",⛶
GIF,"meme,animation,picker,funny",🖼️
Game Chat,"controller,chat,talk,interact,video game,controller",🎮
Games,"videogame,video game,controller",🎮
Gantt Chart,"plan,timing,chart,data",📊
Gas,"vehicle,gas,travel",⛽
Gas Pump,"vehicle,gas,travel",⛽
Gather,"table,cell,arrow,merge,extract,smart select,data",📊
Gauge,"top speed,measure,limit,scale,analog",⏱️
Gauge Add,"top speed,measure,limit,scale,analog",⏱️
Gavel,"judge,law,process,rules,decide,doink doink,court. Used to represent court,law,warnings,or rules.",🔨
Gavel Prohibited,"judge,law,process,rules,decide,doink doink,court. Used to represent court,law,warnings,or rules.",🚫
Gesture,"swipe,tap,flick,touch",👆
Gift,"present,birthday,celebration,appreciation",🎁
Gift Card,"present,birthday,celebration,appreciation,wallet,balance",💳
Gift Card Add,"present,birthday,celebration,appreciation,wallet,balance",💳
Gift Card Arrow Right,"present,birthday,celebration,appreciation,wallet,balance",💳
Gift Card Money,"present,birthday,celebration,appreciation,wallet,balance",💳
Gift Card Multiple,"present,birthday,celebration,appreciation,wallet,balance",💳
Gift Open,"present,gift,open,access,sparkle,swirl,box,package",🎁
Glance,"card,tile view",👀
Glance Horizontal,"card,tile view",👀
Glance Horizontal Sparkles,"card,tile view",✨
Glasses,"view,vision,medical",👓
Glasses Off,"view,vision,medical",👓
Globe,"web,world,earth,global",🌍
Globe Add,"web,world,earth,global,new,plus",🌍
Globe Arrow Forward,"web,world,earth,global,arrow,forward,next",🌍
Globe Arrow Up,"web,world,earth,global",🌍
Globe Clock,"web,world,earth,global,time",🌍
Globe Desktop,"web,world,earth,global",🌍
Globe Error,"web,world,earth,global",⚠️
Globe Location,"web,world,earth,global",📍
Globe Person,"web,world,earth,global",👤
Globe Off,,🌍
Globe Search,"web,world,earth,global,magnifying glass",🔍
Globe Prohibited,"web,world,earth,global",🚫
Globe Shield,"web,world,earth,global",🛡️
Globe Star,"web,world,earth,global",⭐
Globe Surface,"web,world,earth,global,map",🗺️
Globe Sync,"web,world,earth,global",🔄
Globe Video,"web,world,earth,global,video,clip",🎥
Globe Warning,"web,world,earth,global",⚠️
Grid,"margins,collect,view",🔲
Grid Circles,,🔲
Grid Dots,"waffle,app menu",🔲
Grid Kanban,"collect,view",🔲
Group,"edit,create,ungroup,together",👥
Group Dismiss,"edit,create,collect,view",❌
Group List,,👥
Group Return,"edit,create,collect,view",🔙
Guardian,"parent,child,protector",🛡️
Guest,"person,badge,visitor,employee",🎟️
Guest Add,"person,badge,visitor,employee",🎟️
Guitar,"music,create,instrument",🎸
HD,"video,setting,high definition,1080P",📺
HDR,"video,video games,tv,setting,high dynamic range",📺
HDR Off,"video,video games,tv,setting,high dynamic range",📺
Hand Draw,"touchscreen,body,doodle,gesture",✍️
Hand Left,"drag,raise,body",🖐️
Hand Left Chat,"hand,sign language,feature",🖐️
Hand Open Heart,"care,love,second hand",❤️
Hand Point,"drag,raise,body,point,swipe,drag",👉
Hand Right,"drag,raise,body",🖐️
Hand Right Off,"drag,raise,body",🖐️
Hand Wave,"sign language,gesture",👋
Handshake,"emoji,deal,agreement,body",🤝
Haptic Strong,"device,vibrate,shake,silenced,alert,notification,tactile,feedback,touch",📳
Haptic Weak,"device,vibrate,shake,silenced,alert,notification,tactile,feedback,touch",📳
Hard Drive,"memory,storage,hardware,physical,device,save",💾
Hard Drive Call,"memory,storage,hardware,physical,device,save,voice,gateway,VoIP,phone,telephone,call",💾
Hat Graduation,"celebration,event,school,knowledge",🎓
Hat Graduation Add,"celebration,event,school,knowledge",🎓
Hat Graduation Sparkle,,🎓
Headphones,"audio,sound,volume,device,analog",🎧
Headphones Sound Wave,"audio,sound,volume,device,analog",🎧
Headset,"audio,sound,volume,device,analog,support,help",🎧
Headset Add,"audio,sound,volume,device,analog,support,help",🎧
Headset VR,"virtual reality,meta,3d,device,physical",🕶️
Heart,"love,like,follow,save",❤️
Heart Broken,"love,like,follow,save",💔
Heart Circle,"love,like,follow,save",❤️
Heart Circle Hint,"school,travel,education,heart,dash,reflect,heart",❤️
Heart Off,"love,like,follow,save",💔
Heart Pulse,"love,like,follow,save,pulse,medical",💓
Heart Pulse Checkmark,"love,like,follow,save,pulse,medical",💓
Heart Pulse Error,"love,like,follow,save,pulse,medical",💓
Heart Pulse Warning,"love,like,follow,save,pulse,medical",💓
Hexagon,"shape,web app builder module,6 sided",⬡
Hexagon Three,"shape,web app builder fragment,multiple",⬡
Hexagon Sparkle,"shape,web app builder module,6 sided,sparkle",✨
Highlight,"create,edit,draw,focus,save",🖍️
Highlight Accent,"create,edit,draw,focus,save",🖍️
Highlight Link,"create,edit,draw,focus,save",🔗
Highway,"highway,freeway,road,traffic,drive,car,truck,van,vehicle,lane",🛣️
History,"back,undo,time,clock",⏳
History Dismiss,"back,undo,time,clock,x,close,remove",❌
Home Add,"house,safety,location,space,wfh,plus,new",🏠
Home,"house,safety,location,space,wfh",🏠
Home Checkmark,"house,safety,location,space,wfh",🏠
Home Database,"house,safety,location,space,wfh",🏠
Home Garage,"house,safety,location,space,car,carport,garage",🏠
Home Heart,"house,safety,location,space,wfh",🏠
Home More,"house,safety,location,space,wfh",🏠
Home Person,"house,safety,location,space,wfh",🏠
Home Split,"house,safety,location,space,wfh,duplex,shared,apartment",🏠
Hourglass,"time,clock,sand,timer,wait",⏳
Hourglass Half,"time,clock,sand,timer,wait",⏳
Hourglass One Quarter,"time,clock,sand,timer,wait",⏳
Hourglass Three Quarter,"time,clock,sand,timer,wait",⏳
Icons,"duck,leaf,content",🦆
Image,"photo,picture,snapshot,content",🖼️
Image Add,"photo,picture,snapshot,content,plus,new",🖼️
Image Alt Text,"photo,picture,snapshot,content,note,alternative text",🖼️
Image Arrow Back,"photo,picture,snapshot,content,undo",🖼️
Image Arrow Counterclockwise,"photo,picture,snapshot,content",🖼️
Image Arrow Forward,"photo,picture,snapshot,content,redo",🖼️
Image Border,"image,picture,pic,photo,table,cell,place in",🖼️
Image Circle,"photo,picture,snapshot,content,placeholder,profile,avatar",🖼️
Image Copy,"photo,picture,snapshot,content,duplicate",🖼️
Image Globe,"photo,picture,snapshot,content",🌍
Image Edit,"photo,picture,snapshot,content",✏️
Image Multiple,"photo,picture,snapshot,content,library,stack",🖼️
Image Multiple Off,,🖼️
Image Off,"photo,picture,snapshot,content",🖼️
Image Prohibited,"photo,picture,snapshot,content",🚫
Image Reflection,"photo,picture,snapshot,content",🖼️
Image Search,"photo,picture,snapshot,content,magnifying glass",🔍
Image Shadow,"photo,picture,snapshot,content",🖼️
Image Sparkle,"photo,picture,snapshot,content,AI",✨
Image Split,"photo,picture,snapshot,content,half,cut",✂️
Image Stack,"compare,stack,review,multiple",🖼️
Image Table,"image,picture,pic,photo,table,cell,place in",🖼️
Immersive Reader,"book,content,audio,read",📖
Important,"exclamation,warning,alert,important,urgent",❗
InPrivate Account,"private,mode,browser,person",🕵️
Incognito,"private,mode,browser,person",🕵️
Info,"information,details,content",ℹ️
Info Shield,"information,details,content,safety,protect,security",🛡️
Ink Stroke,"edit,create,draw,pen,scribble",🖊️
Ink Stroke Arrow Up Down,"edit,create,draw,pen,scribble,arrow",↕️
Ink Stroke Arrow Down,"edit,create,draw,pen,scribble,arrow",⬇️
Inking Tool Accent,"edit,create,draw,pen",🖊️
Inking Tool,"edit,create,draw,pen",🖊️
Insert,"edit,create,separate",➕
IoT,"internet of things,physical,device",🌐
IoT Alert,"internet of things,physical,device",⚠️
JavaScript,"code,js,square,code",💻
Joystick,"arcade,controller,classic,device,game,videogame",🕹️
Key,"security,lock,password,access,keychain",🔑
Key Command,"mac,keyboard,type",⌘
Key Multiple,"security,lock,password,access,keychain",🔑
Key Reset,"security,lock,password,access,keychain",🔑
Keyboard,"keyboard,type,key,device,analog",⌨️
Keyboard 123,"keyboard,type,key,device,analog,numpad,number",⌨️
Keyboard Dock,"keyboard,type,key,device,analog",⌨️
Keyboard Layout Float,"keyboard,type,key,device,digital",⌨️
Keyboard Layout One Handed Left,"keyboard,type,key,device,analog",⌨️
Keyboard Layout Resize,"keyboard,type,key,device,digital,resize,scale",⌨️
Keyboard Layout Split,"keyboard,type,key,device,analog",⌨️
Keyboard Mouse,"mouse,device,hardware,keyboard",🖱️
Keyboard Shift,"keyboard,type,key,device,analog,arrow",⬆️
Keyboard Shift Uppercase,"keyboard,type,key,device,analog,arrow",⬆️
Keyboard Tab,"keyboard,type,key,device,analog,arrow",↹
Kiosk,"touch screen,navigation,device,interaction",🖥️
Laptop,"device,computer,device,mobile,travel,wfh",💻
Laptop Dismiss,"device,computer,device,mobile,travel,wfh",💻
Laptop Briefcase,"device,computer,device,mobile,travel,wfh,work,business,enterprise,organization",💻
Laptop Multiple,"device,devices,multiple,laptop,profile",💻
Laptop Person,"device,computer,device,mobile,travel,wfh,person,personal",💻
Laptop Settings,"device,computer,device,mobile,travel,wfh",⚙️
Laptop Shield,"protect,security,device,safety",🛡️
Laser Tool,"pointer,dot,canvas",🔦
Lasso,"select,edit,create,tool",🤠
Launcher Settings,"gear,options",⚙️
Layer,"stack,3d,dimension",🧅
Layer Diagonal,"workspace,collection,tabs,desktop,collaboration",🧅
Layer Diagonal Add,"workspace,collection,tabs,desktop,collaboration",🧅
Layer Diagonal Person,"workspace,collection,tabs,desktop,collaboration",🧅
Layer Diagonal Sparkle,"workspace,collection,tabs,desktop,collaboration",✨
Layout Cell Four,"ui,layout,structure,customize",🔲
Layout Cell Four Focus Bottom Left,"ui,layout,structure,customize",🔲
Layout Cell Four Focus Top Left,"ui,layout,structure,customize",🔲
Layout Cell Four Focus Bottom Right,"ui,layout,structure,customize",🔲
Layout Cell Four Focus Top Right,"ui,layout,structure,customize",🔲
Layout Column Four,"ui,layout,structure,customize",🔲
Layout Column Four Focus Center Left,"ui,layout,structure,customize",🔲
Layout Column Four Focus Left,"ui,layout,structure,customize",🔲
Layout Column Four Focus Center Right,"ui,layout,structure,customize",🔲
Layout Column One Third Left,"ui,layout,structure,customize",🔲
Layout Column Four Focus Right,"ui,layout,structure,customize",🔲
Layout Column One Third Right,"ui,layout,structure,customize",🔲
Layout Column One Third Right Hint,"ui,layout,structure,customize",🔲
Layout Column Three Focus Center,"ui,layout,structure,customize",🔲
Layout Column Three,"ui,layout,structure,customize",🔲
Layout Column Three Focus Left,"ui,layout,structure,customize",🔲
Layout Column Three Focus Right,"ui,layout,structure,customize",🔲
Layout Column Two Focus Right,"ui,layout,structure,customize",🔲
Layout Column Two,"ui,layout,structure,customize",🔲
Layout Column Two Focus Left,"ui,layout,structure,customize",🔲
Layout Column Two Split Left,"ui,layout,structure,customize",🔲
Layout Column Two Split Left Focus Bottom Left,"ui,layout,structure,customize",🔲
Layout Column Two Split Left Focus Top Left,"ui,layout,structure,customize",🔲
Layout Column Two Split Left Focus Right,"ui,layout,structure,customize",🔲
Layout Column Two Split Right,"ui,layout,structure,customize",🔲
Layout Column Two Split Right Focus Bottom Right,"ui,layout,structure,customize",🔲
Layout Column Two Split Right Focus Left,"ui,layout,structure,customize",🔲
Layout Column Two Split Right Focus Top Right,"ui,layout,structure,customize",🔲
Layout Row Four,"ui,layout,structure,customize",🔲
Layout Row Four Focus Bottom,"ui,layout,structure,customize",🔲
Layout Row Four Focus Center Bottom,"ui,layout,structure,customize",🔲
Layout Row Four Focus Center Top,"ui,layout,structure,customize",🔲
Layout Row Four Focus Top,"ui,layout,structure,customize",🔲
Layout Row Three,"ui,layout,structure,customize",🔲
Layout Row Three Focus Bottom,"ui,layout,structure,customize",🔲
Layout Row Three Focus Center,"ui,layout,structure,customize",🔲
Layout Row Three Focus Top,"ui,layout,structure,customize",🔲
Layout Row Two,"ui,layout,structure,customize",🔲
Layout Row Two Focus Bottom,"ui,layout,structure,customize",🔲
Layout Row Two Focus Top,"ui,layout,structure,customize",🔲
Layout Row Two Focus Top Settings,"ui,layout,structure,customize",⚙️
Layout Row Two Settings,"ui,layout,structure,customize,ribbon",⚙️
Layout Row Two Split Bottom,"ui,layout,structure,customize",🔲
Layout Row Two Split Bottom Focus Bottom Left,"ui,layout,structure,customize",🔲
Layout Row Two Split Bottom Focus Bottom Right,"ui,layout,structure,customize",🔲
Layout Row Two Split Bottom Focus Top,"ui,layout,structure,customize",🔲
Layout Row Two Split Top,"ui,layout,structure,customize",🔲
Layout Row Two Split Top Focus Bottom,"ui,layout,structure,customize",🔲
Layout Row Two Split Top Focus Top Left,"ui,layout,structure,customize",🔲
Layout Row Two Split Top Focus Top Right,"ui,layout,structure,customize",🔲
Leaf One,"eco-friendly,nature,tree,zoom",🍃
Leaf Three,"eco-friendly,nature,tree,zoom",🍃
Leaf Two,"eco-friendly,nature,tree,zoom",🍃
Learning App,"app,knowledge,play,book",📚
Library,"book,stack,knowledge,learning,information,knowledge center",📚
Lightbulb,"light,illuminate,knowledge,smart,idea,tip",💡
Lightbulb Checkmark,"light,illuminate,knowledge,smart,idea,tip",💡
Lightbulb Circle,"light,illuminate,knowledge,smart,idea,tip",💡
Lightbulb Filament,"light,illuminate,knowledge,smart,idea,tip,data estate insights",💡
Lightbulb Person,"school,travel,education,insights,bright,illuminating,shine",💡
Likert,"questionnaire,form,agree,disagree",📝
Line,"draw,create,edit",➖
Line Dashes,"draw,create,edit",➖
Line Flow Diagonal Up Right,"direction,diagonal",↗️
Line Horizontal 1 Dash Dot Dash,"style,create,edit,draw,dash,dot",➖
Line Horizontal 1,"generic,create,one,three,five,error",➖
Line Horizontal 1 Dashes,"style,create,edit,draw,dash",➖
Line Horizontal 1 Dot,"style,create,edit,draw,dot",➖
Line Horizontal 2 Dashes Solid,"style,create,edit,draw,dash",➖
Line Horizontal 3,"generic,create,one,three,five,error",➖
Line Horizontal 4 Search,,🔍
Line Horizontal 4,"generic,create,one,three,five,error",➖
Line Horizontal 5 Error,"generic,create,one,three,five,error",❌
Line Horizontal 5,"generic,create,one,three,five,error",➖
Line Style,"style,create,edit,draw",➖
Line Style Sketch,"style,create,edit,draw",➖
Line Thickness,"ink,draw,brush,thickness,style,size,change",➖
Link,"link,share,web,internet",🔗
Link Add,"edit,add,link,url,change,share,web,internet",🔗
Link Dismiss,"link,share,web,internet,x",❌
Link Edit,"link,share,web,internet",✏️
Link Multiple,"link,share,web,internet",🔗
Link Person,"link,share,web,internet,person,guest",👤
Link Settings,"edit,add,link,url,change,share,web,internet",⚙️
Link Toolbox,"link,share,web,internet,settings",🧰
Link Square,"cross-posting,share,channel,multiple",🔗
List,"text,line,view",📋
List Bar,"list,stack,details,bar,information,view list",📋
List Bar Tree,"list,stack,details,bar,information,view list",📋
List Bar Tree Offset,"list,stack,details,bar,information,view list",📋
List RTL,"description,details",📋
Live,"stream,view,video,audio",🔴
Live Off,"stream,view,video,audio",🔴
Location,"pin,marker,map,location,travel",📍
Local Language,"locale,text,type,translate",🌐
Location Add,"pin,marker,map,location,trave,plus,newl",📍
Location Arrow,"pin,marker,map,location,travel,directions",📍
Location Arrow Left,"pin,marker,map,location,travel,directions",⬅️
Location Arrow Right,"pin,marker,map,location,travel,directions",➡️
Location Arrow Up,"pin,marker,map,location,travel,directions",⬆️
Location Dismiss,"pin,marker,map,location,travel,x",❌
Location Live,"pin,marker,map,location,travel",📍
Location Off,"pin,marker,map,location,travel,slash",🚫
Location Ripple,"pin,marker,map,location,travel,nearby,proximity",📍
Location Target Square,"pin,marker,map,location,travel,directions,rectangle,tracker compliance",🎯
Lock Closed,"security,access,protected,safety,permission,access,protection",🔒
Lock Closed Key,"security,access,protected,safety,permission,access,protection",🔒
Lock Multiple,"security,access,protected,safety,permission,access,protection",🔒
Lock Open,"security,access,protected,safety,permission,access,protection",🔓
Lock Shield,"security,access,protected,safety,permission,access,protection,information protection",🛡️
Lottery,"seven,lucky,win,raffle",🎰
Luggage,"suitcase,overnight bag,travel",🧳
Mail,"envelope,email,delivery,message",✉️
Mail Add,"envelope,email,delivery,message,new,plus",✉️
Mail Alert,"envelope,email,delivery,message,bell,notification",🔔
Mail All Read,"envelope,email,delivery,message,open,read",✉️
Mail All Unread,"envelope,email,delivery,message,badge,notification",✉️
Mail Arrow Double Back,"envelope,email,delivery,message",↩️
Mail Arrow Clockwise,,🔄
Mail Arrow Down,"envelope,email,delivery,message",⬇️
Mail Arrow Forward,"envelope,email,delivery,message",➡️
Mail Arrow Up,"envelope,email,delivery,message",⬆️
Mail Attach,"envelope,email,delivery,message,attachment,file",📎
Mail Briefcase,"envelope,email,delivery,message,briefcase,managed,work,corporate",💼
Mail Checkmark,"envelope,email,delivery,message",✅
Mail Clock,"envelope,email,delivery,message,time",⏰
Mail Copy,"envelope,email,delivery,message",📋
Mail Dismiss,"envelope,email,delivery,message,x",❌
Mail Edit,"envelope,email,delivery,message,pencil",✏️
Mail Error,"envelope,email,delivery,message,alert,exclamation",⚠️
Mail Inbox,"envelope,email,delivery,message",📥
Mail Inbox Add,"envelope,email,delivery,message,plus,new",📥
Mail Inbox All,"envelope,email,delivery,message,collection,multiple",📥
Mail Inbox Arrow Down,"envelope,email,delivery,message",⬇️
Mail Inbox Arrow Right,"envelope,email,delivery,message",➡️
Mail Inbox Arrow Up,"envelope,email,delivery,message",⬆️
Mail Inbox Checkmark,"envelope,email,delivery,message",✅
Mail Inbox Dismiss,"envelope,email,delivery,message",❌
Mail Inbox Person,"envelope,email,delivery,message",👤
Mail Link,"envelope,email,delivery,message",🔗
Mail List,"envelope,email,delivery,message",📋
Mail Multiple,"envelope,email,delivery,message,library,stack,collection",📚
Mail Off,"envelope,email,delivery,message",🚫
Mail Open Person,"envelope,email,delivery,message",👤
Mail Pause,"envelope,email,delivery,message",⏸️
Mail Prohibited,"envelope,email,delivery,message",🚫
Mail Read,"envelope,email,delivery,message,open,read",✉️
Mail Read Briefcase,"envelope,email,delivery,message,open,read",💼
Mail Read Multiple,"envelope,email,delivery,message,open,read",📚
Mail Rewind,"envelope,email,delivery,message,undo,back,rewind",⏪
Mail Settings,"envelope,email,delivery,message",⚙️
Mail Shield,"envelope,email,delivery,message",🛡️
Mail Template,"envelope,email,delivery,message",📄
Mail Unread,"envelope,email,delivery,message,badge,unread,notification",✉️
Mail Warning,"envelope,email,delivery,message,exclamation",⚠️
Mailbox,"postal code,mail,package,communication,location. Used to represent various postal scenarios.",📫
Map,"travel,navigation",🗺️
Map Drive,"hard drive,share,folder,network",💾
Markdown,"format,convert,markup,language,text,code,arrow",💻
Match App Layout,"match,align,emulate",🔲
Math Format Linear,"mathematics,formula,equation",➗
Math Format Professional,"mathematics,formula,equation",➗
Math Formula,"mathematics,formula,equation",➗
Math Symbols,"mathematics,formula,equation",➗
Maximize,"width,height,resize,fill,fit,maximize",⛶
Meet Now,"video,camera,call,meeting",🎥
Megaphone,"announcement,shout",📢
Megaphone Circle,"announcement,shout",📢
Megaphone Loud,"announcement,shout",📢
Megaphone Off,"announcement,shout",📢
Memory,"memory,chip,hardware,device,module",💾
Mention,"comment,suggestion,person",💬
Mention Arrow Down,"comment,suggestion,person",⬇️
Mention Brackets,"comment,suggestion,person,collection",💬
Merge,"arrow,join",🔀
Mic,"microphone,audio,sound,sound wave,meeting",🎤
Mic Link,"microphone,audio,sound,sound wave,meeting,url,link",🔗
Mic Off,"microphone,audio,sound,sound wave,meeting,slash",🔇
Mic Prohibited,"microphone,audio,sound,sound wave,meeting,slash,warning,access",🚫
Mic Pulse,"pulse,audio,sound,microphone,process,ai",💓
Mic Record,"microphone,audio,sound,sound wave,meeting",⏺️
Mic Pulse Off,"pulse,audio,sound,microphone,processing,slash,disconnect",🔇
Mic Settings,"microphone,audio,sound,sound wave,meeting,gear",⚙️
Mic Sparkle,"microphone,audio,sound,sound wave,meeting",✨
Mic Sync,"microphone,audio,sound,sound wave,meeting",🔄
Microscope,"science,culture,scientist,slide",🔬
Midi,"musical instrument digital device,music,instrument,analog,sound,concert",🎹
Mobile Optimized,"mobile,scale,fit,resize,page,responsive",📱
Mold,"allergies,allergens,mold,fungus",🍄
Molecule,"atom,chemical compound,science,chemistry",⚛️
Money,"currency,retail,cash,purchase",💵
Money Calculator,"currency,retail,cash,purchase",🧮
Money Dismiss,"currency,retail,cash,purchase",❌
Money Hand,"currency,retail,cash,purchase",🤲
Money Off,"currency,retail,cash,purchase",🚫
Money Settings,"currency,retail,cash,purchase",⚙️
More Horizontal,"overflow,menu,navigation",⋯
More Circle,"overflow,menu,navigation",⚪
More Vertical,"overflow,menu,navigation",⋮
Mountain Location Bottom,"mountain,travel,vacation,location,hiking,pin,base,summit",🏔️
Mountain Location Top,"mountain,travel,vacation,location,hiking,pin,base,summit",🏔️
Mountain Trail,"mountain,travel,vacation,location,hiking,ski run,path,trail,mountain,exercise",🏞️
Movies and TV,"movie,tv,clapboard,film,entertainment,media",🎬
Multiplier 1_2x,"speed,number,type",⏩
Multiplier 1_5x,"speed,number,type",⏩
Multiplier 1_8x,"speed,number,type",⏩
Multiplier 1x,"speed,number,type",⏩
Multiplier 2x,"speed,number,type",⏩
Multiplier _5x,"speed,number,type",⏩
Music Note 1,"concert,musician,art,event",🎵
Music Note 2,"concert,musician,art,event",🎶
Music Note Off 1,"concert,musician,art,event",🎵
Music Note 2 Play,"concert,musician,art,event",🎶
Music Note Off 2,"concert,musician,art,event",🎶
My Location,"location,pinpoint,map,maker",📍
Navigation,"menu,hamburger,line,three",☰
Navigation Location Target,"text,list,to do,checklist,type,information",🎯
Navigation Play,"text,list,to do,checklist,type,information",▶️
Navigation Unread,"menu,hamburger,line,three,badge,notification",☰
Network Adapter,"network adapter,hardware,device",🔌
Network Check,"badge,meter,measurement,needle,scale",✅
New,spark,✨
News,"newspaper,print,announcement,information",📰
Next,"video,skip,jump,fast forward,play",⏭️
Next Frame,"skip,jump,fast forward,play,navigate",⏭️
Note,"sticky note,sketch,reminder",🗒️
Note Add,"sticky note,sketch,reminder,new,plus",🗒️
Note Edit,"sticky note,sketch,reminder,pencil",✏️
Note Pin,"sticky note,sketch,reminder,save",📌
Notebook,"reminder,sketch,journal,diary,pad",📓
Notebook Add,"reminder,sketch,journal,diary,pad",📓
Notebook Arrow Curve Down,"reminder,sketch,journal,diary,pad,eye,view,runtime,run",⬇️
Notebook Error,"reminder,sketch,journal,diary,pad",⚠️
Notebook Lightning,"reminder,sketch,journal,diary,pad",⚡
Notebook Question Mark,"reminder,sketch,journal,diary,pad",❓
Notebook Section,"bookmark,reminder,tab",🔖
Notebook Eye,"reminder,sketch,journal,diary,pad,eye,view",👁️
Notebook Section Arrow Right,"bookmark,reminder,tab",➡️
Notebook Subsection,"bookmark,reminder,tab",🔖
Notebook Sync,"reminder,sketch,journal,diary,pad",🔄
Notepad,"reminder,sketch,journal,diary,text",🗒️
Notepad Edit,"reminder,sketch,journal,diary,pencil,text",✏️
Notepad Person,"reminder,sketch,journal,diary,people,text",👤
Notepad Sparkle,"reminder,sketch,journal,diary,text,AI",✨
Number Circle 0,"number,text,type,count",0️⃣
Number Circle 1,"number,text,type,count",1️⃣
Number Circle 2,"number,text,type,count",2️⃣
Number Circle 3,"number,text,type,count",3️⃣
Number Circle 4,"number,text,type,count",4️⃣
Number Circle 6,"number,text,type,count",6️⃣
Number Circle 5,"number,text,type,count",5️⃣
Number Circle 7,"number,text,type,count",7️⃣
Number Circle 8,"number,text,type,count",8️⃣
Number Circle 9,"number,text,type,count",9️⃣
Number Row,"one,two,digital",🔢
Number Symbol,"hashtag,tic tac toe,number",#
Number Symbol Dismiss,"hashtag,tic tac toe,number",#
Number Symbol Square,"hashtag,tic tac toe,number",#
Open,"new,window,expand,arrow,start,external,link",🔗
Open Folder,"new,window,expand,arrow,start",📂
Options,"settings,slider",⚙️
Open Off,"new,window,expand,arrow,start",🔗
Organization,"group,company,team,org,branch",🏢
Organization Horizontal,"group,company,team,org,branch",🏢
Orientation,"rotate,horizontal,vertical",🔄
Oval,"create,shape,edit,rounded",⚪
Oven,"appliance,home,house,utility,cook,food,heat,kitchen",🍳
Padding Down,"margins,space,in-between",⬇️
Padding Left,"margins,space,in-between",⬅️
Padding Right,"margins,space,in-between",➡️
Padding Top,"margins,space,in-between",⬆️
Page Fit,"point,direction,horizontal,scale,fit,document",⤢
Paint Brush,"color,paint,design,format,analog",🖌️
Paint Brush Arrow Down,"color,paint,design,format,analog",⬇️
Paint Brush Arrow Up,"color,paint,design,format,analog",⬆️
Paint Brush Sparkle,"color,paint,design,format,analog,AI,sparkles",✨
Paint Brush Subtract,"color,paint,design,format,analog,remove,minus",➖
Paint Bucket,"color,paint,design,format,analog",🪣
Pair,"duplicate,group,collection,selection",👥
Panel Bottom,"pane,sidebar,modal,elevate",⬇️
Panel Bottom Contract,"pane,sidebar,modal,elevate",⬇️
Panel Bottom Expand,"pane,sidebar,modal,elevate",⬇️
Panel Left,"pane,sidebar,modal,elevate",⬅️
Panel Left Add,"pane,sidebar,modal,elevate,plus,add",➕
Panel Left Contract,"pane,sidebar,modal,elevate",⬅️
Panel Left Expand,"pane,sidebar,modal,elevate",⬅️
Panel Left Focus Right,,➡️
Panel Left Header,"ui,workspace,navigation,panel",🪟
Panel Left Header Add,"ui,workspace,navigation,panel",➕
Panel Left Header Key,"ui,workspace,navigation,panel",🔑
Panel Left Key,"pane,sidebar,modal,elevate,access,key,lock",🔑
Panel Left Text,"pane,sidebar,modal,elevate",📝
Panel Left Text Add,"pane,sidebar,modal,elevate",➕
Panel Left Text Dismiss,"pane,sidebar,modal,elevate",❌
Panel Right,"pane,sidebar,modal,elevate",➡️
Panel Right Add,"pane,sidebar,modal,elevate,plus,add",➕
Panel Right Contract,"pane,sidebar,modal,elevate",➡️
Panel Right Cursor,"pane,sidebar,modal,elevate,cursor,open",🖱️
Panel Right Expand,"pane,sidebar,modal,elevate",➡️
Panel Right Gallery,"pane,sidebar,modal,elevate,gallery",🖼️
Panel Separate Window,"pane,sidebar,modal,elevate",🪟
Panel Top Contract,"pane,sidebar,modal,elevate",⬆️
Panel Top Expand,"pane,sidebar,modal,elevate",⬆️
Panel Top Gallery,"pane,sidebar,modal,elevate,gallery",🖼️
Password,"input,security,type",🔑
Password Clock,"input,security,type,clock,time",⏰
Password Reset,"input,security,type,reset",🔑
Patch,"adhesive strip,fix,update temporary,medical care",🩹
Patient,"person,badge,bed,medical,hospital,doctor",🛏️
Pause,"control,playback,freeze",⏸️
Pause Circle,"control,playback,freeze",⏸️
Pause Off,"control,playback,freeze,slash",⏸️
Pause Settings,"control,playback,freeze,gear",⚙️
Payment Wireless,"currency,money,credit card,card,wireless,tap to pay",💳
Payment,"currency,money,credit card,card",💳
Pen Dismiss,"edit,update,create,draw,dismiss,x,cancel,permission",✏️
Pen,"edit,update,create,draw",✏️
Pen Off,"edit,update,create,draw",✏️
Pen Prohibited,"edit,update,create,draw",🚫
Pen Sparkle,"edit,update,create,draw,ai,draft,enhance",✨
Pen Sync,"edit,update,create,draw,sync,device,tool",🔄
